,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
187,Data Scientist - Hybrid Remote,Employer Provided Salary:$130K - $150K,"Job Description:
Sharecare is the digital health company that helps people manage all their health in one place. The Sharecare platform provides each person – no matter where they are in their health journey – with a comprehensive and personalized health profile, where they can dynamically and easily connect to the information, evidence-based programs and health professionals they need to live their healthiest, happiest and most productive life. With award-winning and innovative frictionless technologies, scientifically validated clinical protocols and best-in-class coaching tools, Sharecare helps providers, employers and health plans effectively scale outcomes-based health and wellness solutions across their entire populations. We are always looking for people that value the opportunity to work hard, have fun on the job, and make a difference in the lives of others through their work every day!
Job Summary:
Sharecare is searching for a Data Scientist/Statistician who will support our product, delivery, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and media delivery process optimization and using models to identify target audiences. The Sharecare Data Scientist must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms, and creating/running simulations. He/she must have a proven ability to drive business results with data-based insights. He/she must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.",4.2,"Sharecare
4.2","New York, NY",-1,1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
188,Data Scientist,$84K - $127K (Glassdoor est.),"Mosaic Data Science, located in the Northern Virginia/Washington, DC Metro area,
encourages qualified data scientists to contact us regarding current full-time, salaried
consulting opportunities in the United States and Canada.
Mosaic Data Science is a dynamic, growing data science consultancy solving some of the
most complex and interesting problems in industry. At Mosaic you’ll contribute to data
science projects requiring a variety of analytical and business skills in many verticals,
including logistics, retail, utilities, healthcare, telecommunications, media, oil and gas, and
manufacturing. You’ll work with talented, creative, and self-motivated colleagues who hold
themselves to very high standards of professionalism and quality. You will have an
opportunity to interface directly with customers; part-time travel to customer sites may be
required. Telecommute options are available for experienced candidates. You can expect
your responsibilities to grow as quickly as you’re willing and able to meet them. You’ll enjoy
a fantastic benefits package that includes profit sharing and generous personal leave,
professional development opportunities, as well as first-rate healthcare and retirement
benefits. Most folks who join Mosaic stay here for a long time.


Bachelor’s degree or higher in applied math, statistics, operations research,
computer science, engineering, physics, cognitive science, or a related field;
Master’s/PhD preferred
Working knowledge of statistics, machine learning, optimization, data visualization,
computer programming, and database systems
Practical experience with R or Python and relevant data manipulation, visualization,
and machine learning libraries
1+ years of experience applying technical skills to real-world business problems
Strong written and verbal communication skills, a high level of professionalism, and
a positive & collaborative approach
Willingness and ability to learn new skills and tools quickly on the job
Must be a US or Canadian Citizen or Permanent Resident
All qualified applicants will receive consideration for employment and will not be
discriminated against on the basis of race, color, religion, sex, sexual orientation, gender
identity, national origin, age, disability, or protected veteran status. Mosaic Data Science
takes affirmative action in support of its policy to employ and advance in employment
individuals who are minorities, women, protected veterans, and individuals with disabilities.
www.mosaicdatascience.com",5.0,"Mosaic Data Science
5.0","Leesburg, VA",-1,51 to 200 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
189,Associate Data Scientist,Employer Provided Salary:$78K - $109K,"GEHA (Government Employees Health Association, Inc., pronounced G.E.H.A.) is a nonprofit member association that provides medical and dental benefits to more than two million federal employees and retirees, military retirees and their families. We celebrate diversity and are committed to creating an inclusive environment for all employees.
GEHA has one mission: To empower federal workers to be healthy and well.
Offering one of the largest medical and dental benefit provider networks available to federal employees in the United States, GEHA empowers health and wellness by meeting its members where they are, when they need care. We serve our members with products they value and a personalized customer experience, sustained by a nimble and efficient organization.
The Assoc Data Scientist will serve in a critical role within GEHA’s Analytic Center of Excellence (ACOE), building Advanced Analytics methods to provide insights and solutions for complex business opportunities. This role will work closely with the Data Integration and Analytic Solution teams to ensure alignment across the longitudinal evolution of capturing data to creating actionable insights.
The annual base salary range for this position is $77,636 - $108,764 USD.",4.0,"GEHA
4.0",United States,-1,201 to 500 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable,-1
190,Data Scientist I,Employer Provided Salary:$95K,"Overview:
Now is the time to join us!
At Virgin Pulse we value and celebrate diversity and we are committed to creating an inclusive environment for all employees. We believe in creating teams made up of individuals with various backgrounds, experiences, and perspectives. Why? Because diversity inspires innovation, collaboration, and challenges us to produce better solutions. But more than this, diversity is our strength, and a catalyst in our ability to #changelivesforgood.
Responsibilities:
Who are you?
You are a Data Scientist who will hit the ground running to support the organization's efforts to drive personalization and targeted intervention in the health engagement SaaS industry. You have a solid statistical and modeling skill set and the technical tools to complete projects end to end. This role will be responsible for preparing datasets, building predictive machine learning models, and optimizing model performance. We are looking for someone who is self-directed and thrives working in a fast-paced, collaborative environment in which expectations are high both for the quality and speed of work. A successful candidate will have a hunger for continuous learning, a desire to grow and lead, and strong interpersonal relationship skills.




Qualifications:",3.5,"VirginPulse
3.5",Remote,-1,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),-1
191,Data Scientist,Employer Provided Salary:$73K - $166K,"The Opportunity:
As a data scientist, you’re excited at the prospect of unlocking the secrets held by a data set, and you’re fascinated by the possibilities presented by IoT, machine learning, and artificial intelligence. In an increasingly connected world, massive amounts of structured and unstructured data open new opportunities. As a data scientist, you can help turn these complex data sets into useful information to solve global challenges. Across private and public sectors from fraud detection to cancer research, to national intelligence, we need you to help find the answers in the data.
On our team, you’ll use your analytical skills and data science knowledge to create real-world impact. You’ll work closely with your clients to understand their questions and needs, and then dig into their data-rich environments to find the pieces of their information puzzle. You’ll develop algorithms and systems and use the right combination of tools and frameworks to turn sets of disparate data points into objective answers to help clients make informed decisions. Ultimately, you’ll provide a deep understanding of the data, what it all means, and how it can be used.
Salary at Booz Allen is determined by various factors, including but not limited to location, the individual’s particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. The projected compensation range for this position is $73,100.00 to $166,000.00 (annualized USD). The estimate displayed represents the typical salary range for this position and is just one component of Booz Allen’s total compensation package for employees.",4.2,"Booz Allen Hamilton
4.2","Bethesda, MD",-1,10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),-1
192,Data Scientist,Employer Provided Salary:$91K - $103K,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns",-1,KesarWeb,"Tucson, AZ",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
193,Data Scientist,Employer Provided Salary:$105K - $125K,"Medicx Health is seeking a remote Data Scientist!
We offer a full, competitive benefit package that includes:
Health Insurance: PPO and HSA Medical plans, along with Dental and Vision insurance that is 100% employer-paid employee coverage; employer match for HSA plan
Short-Term Disability Insurance: 100% employer paid
Long-Term Disability Insurance: 100% employer paid
Life and AD&D Insurance: 100% employer paid
Flex Spending Account (FSA)",3.4,"Medicx Health
3.4",Remote,-1,1 to 50 Employees,2007,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),-1
194,Data Scientist,Employer Provided Salary:$99K,"Labor Condition Application Posting Information
H-1B non-immigrant workers are being sought by WinWire Technologies, Inc. through the filing of a labour condition application with the Employment and Training Administration of the U.S. Department of Labour.
Employment Information:
1. Location of Employment (City, State):
Exelixis, Inc. – 1851 Harbor Bay Parkway, Alameda, CA 94502

2. H-1B Job Title:
Data Scientist",4.0,"WinWire
4.0","Harrison, NJ",-1,501 to 1000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
195,Genomics Data Scientist,Employer Provided Salary:$100K - $125K,"Description:
Company Summary
Avellino, a global leader in precision medicine, is seeking a talented and independent Software Developer to join its subsidiary, Palmona Pathogenomics. Palmona provides the most advanced pathogen genomic analysis for the most effective rapid treatments and accurate global surveillance of infectious diseases. Palmona has rapidly made progress in the fingerprinting and comparison of pathogenic genomes, with the aim of making the comprehensive results available to physicians, healthcare facilities and government agencies.
Requirements:
Position Summary",3.0,"Avellino Lab USA Inc
3.0",Remote,-1,51 to 200 Employees,2012,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,-1
196,"Sr. Data Scientist, Roku Pay",Employer Provided Salary:$93K - $250K,"Teamwork makes the stream work.
Roku is changing how the world watches TV
Roku is the #1 TV streaming platform in the US, and we’ve set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage consumers.
From your first day at Roku, you’ll make a valuable — and valued — contribution. We’re a fast-growing public company where no one is a bystander. We offer you the opportunity to delight millions of TV streamers around the world while gaining meaningful experience across a variety of disciplines.",4.2,"Roku
4.2","San Jose, CA",-1,1001 to 5000 Employees,2002,Company - Public,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD),-1
197,"Data Scientist, USCAN MR",Employer Provided Salary:$108K - $135K,"Job Description Summary
As the Data Scientist for USCAN MRI, you will develop and deploy modern machine learning techniques, operational research, and statistical methods for finding structure in large MRI data sets to create customer facing analyses of procedure data, market share, and opportunity growth.

At GE Healthcare, our passionate people are creating the products, solutions and services our customers need to deliver the best patient care possible.
Job Description",4.3,"GE Healthcare
4.3",Remote,-1,10000+ Employees,1892,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1
198,Jr. Data Scientist,$65K - $104K (Glassdoor est.),"Job Type: Full Time
We are looking for Jr. Data Scientists to join our team.
Kyla is the next generation of healthcare tech. Our mission is to help people live longer and healthier. With the latest AI technologies, we provide the best digital healthcare for everyone. We have several digital products such as mobile app, and three web applications for companies and doctors. We work with Fortune 500 companies. Our solutions are used by thousands, and recently we won the Exceptional Innovation By The 2020 Pandemic Tech Innovation Awards. Our team is bright minds who love their job and development and are not afraid of working in a fast-growing lean startup.
If you would like to join us, do not hesitate to apply.
Required skills:",3.5,"Kyla
3.5","San Jose, CA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
199,Data Scientist,$90K - $129K (Glassdoor est.),"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives. The Fraud Defense Cyber Center (FDCC) is a diverse team of cybersecurity, fraud, and risk experts who work with partners across PayPal to spearhead collaborations that achieve durable and holistic solutions to complex types of fraud. The mission of the FDCC is to shine a light on the dark web to understand fraud, use that understanding to create actionable intelligence, respond to incidents when immediate mitigation is needed, and work with partner teams to ensure that appropriate controls and policies are in place to protect our customers and platforms. We are looking for a passionate, highly talented, and self-driven Sr. Fraud Intelligence Data Scientist to join our team. You should be eager to learn and able to master many fraud, cyber, and abuse typologies and data sets and have a strong focus on understanding what your customers want and need.",3.9,"PayPal
3.9","Scottsdale, AZ",-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1
200,Data Scientist,-1,"Job Description

As the EMP MDA Data Scientist, you will be responsible for but not limited to:Delivering Operational Analytics and Automation solutions in partnership with business subject matter experts and super users to solve complex problems and developing an effective analytics self-service community within the business.Designing and applying leading Data Analytics solutions to influence how the business groups in EMP use analytics as an integral ingredient to a world class Manufacturing organization.Developing algorithms and mathematical models, performing experimentation and building data driven apps to translate data into intelligence, solve a variety of business problems and enable business strategy.Delivering data engineering and automation capabilities that enable analytics solution.Enabling EMP wide data culture through engagements with customers, educating them on technical capabilities available and facilitating data accessibility and awareness initiatives.Work with EMP teams to identify analytics needs and create plans to deliver models that provide insights.The ideal candidate should exhibit the following behavioral traits:Understanding of internal business segment. (stakeholders)Possess written and communication skills. Able to clearly communicate project status, risks and help needed. Be able to elicit requirements, discuss solution options and drive adoption with customers.Self-starter, responsible, dependable and inquisitive.Ability to solve complex analytics problemsDesire to drive change and infuse new mindset to streamline our business.Challenges status quo and has a passion to drive smart change using data.Project management skills as well as Supply Chain business background with a track record of leading and delivering complex projects thru multi-disciplinary, matrixed cross- geo teams and partnerships.Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment

Minimum Qualifications: The candidate must possess at least one of the following degrees plus the years of experience determined for each degree in the areas specified below Ph.D or Master's Degree in Data Analytics/Science, Mathematics, Statistics, Machine Learning with 4+ years of experience Proficiency with real-world experience, and areas Business Intelligence products. Developing BI models and solutions using Microsoft BI stack on Azure Azure Data Platform including DataBricks/Snowflake/Synapse/SQL/DataLake, LogicApps, Data Factory Statistics and advanced analytics to find patterns and relationships in data Large data set manipulation Creation of data models and visualizations to tell a compelling story and interpret the results that will enable others to drive change and action to drive business optimizations Predictive modeling statistics Machine Learning Data Mining and other data analysis techniques to collect explore and extract insights from structure and unstructured data. Experience with modern analytics frameworks to drive world-class analytics capability Deep experience with analytics languages and frameworks such as Python, R Experience with creating insights and visualizations This position is not eligible for Intel immigration sponsorship. Preferred Qualifications: Work experience in Supply Chain is preferred Hands on experience with Agile Development methodology and framework MS Azure Data Platform certification Semiconductor industry experience

Intel's Sales and Marketing (SMG) organization works with global customers and partners to solve critical business problems with Intel based technology solutions. SMG works across business units to amplify the customer voice and deliver solutions that accelerate their business. We work across numerous industries, including retail, enterprise and government, cloud services and healthcare as examples. The operations team focuses on forecasting, driving alignment with factory production and delivering efficiency tools and our marketing capability drives demand and localized marketing in locations around the globe. Our sales force navigates a complex partner and customer ecosystem while shaping product roadmaps, driving value for our customers, and collaborating to harness emerging technology trends to deliver comprehensive solutions.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

It has come to our notice that some people have received fake job interview letters ostensibly issued by Intel, inviting them to attend interviews in Intel’s offices for various positions and further requiring them to deposit money to be eligible for the interviews. We wish to bring to your notice that these letters are not issued by Intel or any of its authorized representatives. Hiring at Intel is based purely on merit and Intel does not ask or require candidates to deposit any money. We would urge people interested in working for Intel, to apply directly at https://jobs.intel.com/ and not fall prey to unscrupulous elements.

This role is available as a fully home-based and generally would require you to attend Intel sites only occasionally based on business need. This role may also be available as our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.2,"INTEL
4.2",Remote,-1,10000+ Employees,1968,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),-1
201,Data Scientist,-1,"Summary
Posted: Apr 14, 2023
Role Number:200474544
Do you want to make an impact on how millions of people around the world experience sound using their Apple devices? If you love statistics, data analysis and having a global impact then look no further. The Audio Analytics team within Audio and Media Technology Group provides insights through data that drive decision-making for our engineering and product partners, and we have been looking for you. We are looking for a candidate that can derive valuable analytical insights from data and is capable of driving projects of varying sizes and scopes within media, haptics, siri, voice technologies and many other use cases - some will take months and some weeks — and you will need to know when to dive deep! In this role, you will be working daily with engineers and leadership across Apple’s audio teams, helping drive innovation and improve our product decision making process while developing new experimentation methodologies, statistical techniques, and causal-inference approaches.",4.2,"Apple
4.2","Cupertino, CA",-1,10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),-1
202,Data Scientist,$88K - $135K (Glassdoor est.),"Job Description
Job Overview: As a Data Scientist, you will be responsible for assisting senior data scientists in designing, developing, and implementing analytical models and solutions that support business decisions. You will work with large and variable datasets, perform data analysis and modeling, and help build predictive models to identify trends, patterns, and insights. You will also work on data visualization and presentation of analytical findings to leadership.
Responsibilities:
Assist senior data scientists in designing, developing, and implementing analytical models and solutions that support business decisions.
Work with large datasets and perform data analysis and modeling.
Help build predictive models to identify trends, patterns, and insights.
Assist in data visualization and presentation of analytical findings.


Requirements:


Preferred Qualifications:


BAE Systems, Inc. is the U.S. subsidiary of BAE Systems plc, an international defense, aerospace and security company which delivers a full range of products and services for air, land and naval forces, as well as advanced electronics, security, information technology solutions and customer support services. Improving the future and protecting lives is an ambitious mission, but it’s what we do at BAE Systems. Working here means using your passion and ingenuity where it counts – defending national security with breakthrough technology, superior products, and intelligence solutions. As you develop the latest technology and defend national security, you will continually hone your skills on a team—making a big impact on a global scale. At BAE Systems, you’ll find a rewarding career that truly makes a difference.

Our Commitment to Diversity, Equity, and Inclusion:
At BAE Systems, we work hard every day to nurture an inclusive culture where employees are valued and feel like they belong. We are conscious of the need for all employees to see themselves reflected at every level of the company and know that in order to unlock the full potential of our workforce, everyone must feel confident being their best, most sincere self and be equipped to thrive. We provide impactful professional development experiences to our employees and invest in social impact partnerships to uplift communities and drive purposeful change. Here you will find significant opportunities to do meaningful work in an environment intentionally designed to be one where you will learn, grow and belong.",3.9,"BAE Systems
3.9","Falls Church, VA",-1,10000+ Employees,1999,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
203,Junior Data Scientist,Employer Provided Salary:$55K - $60K,"Brookfield, WI, USA
Summary:
Hiring Fresher to 1 year experience in Data Science, ML with python and strong analytical skills with a passion to take part in R&D.
About AugRay:
Augray is on a mission to build next generation method of communication using Extended Reality – XR (AR/ VR/ MR) technologies and change the way businesses re conducted and how interactions happen with people. In an age where innovation is happening all around us, there’s commonality – people are driving these changes. We offer a solution that helps to articulate product demonstration and how people conversation takes place using smartphones and wearable glasses.",3.9,"Augray
3.9","Brookfield, WI",-1,51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
204,Data Scientist (Remote),-1,"Analytica is seeking a Data Scientist with experience in R and Python to support long term federal client engagements in financial regulatory or health projects in the DC Metro area. The role will apply statistical programming, modeling, visualization techniques, data mining, and forecasting skills to analyze challenging public sector problems.

Analytica has been recognized by Inc. for 3 consecutive years as one of the 250 fastest growing business. We offer competitive compensation with opportunities for bonuses, employer paid health care, training and development funds, and 401k match.

Requirements:
Be a key member of a highly collaborative, cross-functional team environment to design, develop, and deliver innovative, technical solutions using AI/ML and other data-driven methods.



: Analytica is a leading consulting and information technology solutions provider to public sector organizations supporting health, civilian, and national security missions. Founded in 2009 and headquartered in Bethesda, MD, the company is an established SBA certified HUBZone and 8(a) small business that has been recognized by each of the past three years as one of the 250

As a federal contractor, Analytica is required to verify that all employees are fully vaccinated against COVID-19. If you receive an offer and are unable to get vaccinated for religious or medical reasons, you may request a reasonable accommodation.",3.4,"Analytica
3.4",Remote,-1,51 to 200 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),-1
205,Data Scientist,Employer Provided Salary:$88K - $110K,"We Are Overstock:
At Overstock.com, we believe that everyone should “Be You!”. Overstock is a community that upholds a culture of understanding, acceptance, and respect. We believe a person’s individuality is at the core of diversity, and those traits, beliefs, and characteristics should be valued and embraced. Living by this ethos is essential to the success of our business. Our goal is to foster a more diverse environment where every employee visibly demonstrates inclusive behaviors and respect for individuals.
This position is eligible for remote work. Currently we can hire employees in the following states: Arizona, California, Connecticut, Florida, Idaho, Kansas, Maine, Massachusetts, Michigan, Minnesota, New Hampshire, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Rhode Island, South Dakota, Texas, Utah, Washington, Wisconsin, Wyoming. This role will have occasional on site expectations.",3.2,"Overstock.com Inc.
3.2",Remote,-1,1001 to 5000 Employees,1999,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),-1
206,Data Scientist,Employer Provided Salary:$35.00 Per Hour,"Job Type: Officer of Administration
Bargaining Unit:
Regular/Temporary: Regular
End Date if Temporary:
Hours Per Week: 35
Salary Range:

Position Summary
The Herbert Irving Comprehensive Cancer Center (HICCC) at Columbia University Irving Medical Center has an immediate opening for a data scientist to lead implementation of data-driven cancer clinical trial innovations. The HICCC provides a comprehensive and personalized approach to cancer care to thousands of patients each year and has a mission to couple cutting edge research and discoveries into new therapies and treatments. Advancements in the availability of clinical data and computational power present new opportunities to improve the efficiency and effectiveness of cancer clinical trials. The successful candidate will have a track record of creativity and applying data-driven solutions in biomedical informatics, clinical informatics, genetics, and/or cancer biology.",4.1,"Columbia University
4.1","New York, NY",-1,10000+ Employees,1754,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
207,Data Scientist,$94K - $141K (Glassdoor est.),"Job #:
req22723

Organization:
World Bank

Sector:
Research & Quantitative Analysis

Grade:
GF

Term Duration:",4.1,"World Bank Group
4.1","Washington, DC",-1,10000+ Employees,-1,Nonprofit Organization,-1,-1,$1 to $5 billion (USD),-1
208,Jr. Data Scientist,Employer Provided Salary:$85.00 Per Hour,"Job Description
Are You Ready to Make It Happen at Mondelēz International?
Join our mission to change the way the world snacks. Make It With Pride.
You will:
- Apply advanced data science tools and techniques to provide actionable recommendations to our business domains
- Analyze and derive value from data through the application of data science methods such as statistics, machine learning, computer science, and advanced data visualization.
Regular
Data Science
Analytics & Data Science",4.0,"Mondelēz International
4.0",New Jersey,-1,10000+ Employees,2012,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1
209,Data Scientist,$81K - $118K (Glassdoor est.),"At Ford Motor Company, we believe freedom of movement drives human progress. We also believe in providing you with the freedom to define and realize your dreams. With our incredible plans for the future of mobility, we have a wide variety of opportunities for you to accelerate your career potential as you help us define tomorrow’s transportation.

Creating the future of smart mobility requires the highly intelligent use of data, metrics and analytics. That’s where you can make an impact as part of our Global Data Insight & Analytics team. We are the trusted advisers that enable Ford to clearly see business conditions, customer needs and the competitive landscape. With our support, key decision makers can act in meaningful, positive ways. Join us and use your data expertise and analytical skills to drive evidence-based, timely decision making.
Ford Motor Company's GDIA organization is seeking a skilled data scientist to join our Quality Analytics team. As a Data Scientist on our Quality Analytics team, you will focus on preventive quality control, developing and implementing machine learning models to detect anomalies in our manufacturing components' test data. Your work will be crucial in identifying quality issues during production and ensuring our commitment to excellence.",4.1,"Ford Motor Company
4.1","Dearborn, MI",-1,10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1
210,Jr. Data Scientist,Employer Provided Salary:$65K - $80K," Apply Statistical and Machine Learning methods to specific business problems and data.
 Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
 Using tools such as Tableau, Looker and GoogleData Studio to aggregate data from across our software tools to build and develop dashboards for both client-facing and internal purposes across the company that feature relevant KPIs and metrics
 Create data dashboards and other data visualization tools to track progress to inform continuous quality improvement of the Congregate Settings Investigation and Response Unit.
 Design, develop, evaluate, and release highly innovative models elevate the customer experience and track impact over time",-1,Net2Aspire,Remote,-1,51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
211,Data Scientist,$79K - $122K (Glassdoor est.),"Career Area:
Information Analytics
Job Description:
We have an exciting position open within Caterpillar as a Data Scientist for the Earthmoving Division, a multi-billion dollar division. In this role, you will have the opportunity to be part of the team that develops analytical tools to help provide valuable financial insights to Senior Leadership
Areas of responsibility include:
Responsible for large datasets and data modeling.
Relocation is available for this position.",4.0,"Caterpillar
4.0","Peoria, IL",-1,10000+ Employees,1925,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),-1
