Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_text,job_state,age,python_yn,rstudio_yn,spark_yn,aws_yn,excel_yn
Genomics Data Scientist,Employer Provided Salary:$129K - $207K,"Description:
Company Summary
Avellino, a global leader in precision medicine, is seeking a talented and independent Software Developer to join its subsidiary, Palmona Pathogenomics. Palmona provides the most advanced pathogen genomic analysis for the most effective rapid treatments and accurate global surveillance of infectious diseases. Palmona has rapidly made progress in the fingerprinting and comparison of pathogenic genomes, with the aim of making the comprehensive results available to physicians, healthcare facilities and government agencies.
Requirements:
Position Summary",3.9,"Avellino Lab USA Inc
3.0",Remote,-1,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),-1,0,1,129,207,168.0,"Avellino Lab USA Inc
", Remote,18,0,0,0,0,0
Data Scientist,Employer Provided Salary:$95K - $135K,"About Zest AI:
Zest AI has been perfecting AI for consumer lending decisions since 2009. Our Model Management System helps lenders make better decisions and better loans—increasing revenue, reducing risk, and automating compliance. Our mission is to make fair and transparent credit available to everyone and our software creates some of the most inclusive risk models in the industry. Using Zest-built machine learning software, financial institutions can dramatically expand credit access to deserving people with no added risk. Learn more at Zest.ai and connect with us on Twitter @Zest_AI or our Insights blog.
Zest is committed to diversity, equity, and inclusion and encourages professionals from underrepresented groups in technology and financial services to apply.
ZestFinance, Inc. seeks a Data Scientist in Burbank, CA.",-1.0,Zest AI,Remote,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,95,135,115.0,Zest AI, Remote,-1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$112K - $146K,"Overview
Accepting applications
Open & closing dates

05/12/2023 to 05/25/2023

This job will close when we have received 400 applications which may be sooner than the closing date. Learn more
Salary

$112,015 - $145,617 per year

Pay scale & grade

GS 13

Location
Washington
Many vacancies
Remote job

No

Telework eligible

Yes—as determined by the agency policy.

Travel Required

Occasional travel - May require domestic and/or International travel.

Relocation expenses reimbursed

No

Appointment type

Permanent -

Work schedule

Full-time -

Service

Competitive

Promotion potential

13

Job family (Series)

1560 Data Science Series

Supervisory status

No

Security clearance

Secret

Drug test

Yes

Position sensitivity and risk

Moderate Risk (MR)

Trust determination process

Suitability/Fitness

National security

Announcement number

SharedCert-2023-0006

Control number

724980800
Summary

You can make a difference in the world with a career at the Department of State! As a Data Scientist, you can impact U.S. foreign policy goals by supporting data-driven diplomacy. We are hiring many experienced Civil Service Data Scientists to work in various offices and portfolios across the Department. Positions may require a Secret security clearance or higher. If eligible, applicants will be referred to similar Data Scientist vacancies across the Department for an extended time period.

Help
This job is open to
The public

U.S. Citizens, Nationals or those who owe allegiance to the U.S.

Help
Duties
Serve as a technical authority on analytical, statistical, and programming techniques necessary to collect, organize, analyze, and interpret unique and highly specialized data sets for decision-making in the Department.
Participate in discovery processes with business owner teams and stakeholders to identify requirements, expected outcomes for new or existing initiatives, and the measurements of success.
Identify internal and external data sources, leverage new data collection processes and perform all phases of the systems development life cycle required in the design, development, and implementation of features enabling data access.
Provide technical expertise, leadership, and support to many Department and interagency interlocutors to ensure maximum achievement of product and program objectives; develop, implement and oversee new data science technologies and techniques.
Help
Requirements
Conditions of Employment
U.S. Citizenship is required.
Incumbent will be subject to random drug testing.
One year probationary period, unless excepted by regulation.
Depending on the job, a Secret security clearance or higher may be required.
Successfully pass the E-Verify employment verification check. To learn more about E-Verify, including your rights and responsibilities, visit: www.dhs.gov/E-Verify/
Qualifications

Applicants MUST meet the required basic entry qualification requirements described below by the closing date of this announcement:


Have an undergraduate or graduate degree from an accredited college or university in mathematics, statistics, computer science, data science or field directly related to the position. The degree must be in a major field of study (at least at the baccalaureate level) that is appropriate for the position;

OR

Courses equivalent to a major field of study (30 semester hours) as shown above, plus additional education or appropriate experience.

You MUST submit transcripts as verification of educational requirement by the closing date of this announcement. If you fail to provide requested information, or the information you submit is insufficient to verify your eligibility, you WILL lose consideration for this position.

IN ADDITION to the BASIC REQUIREMENTS, you must have at least 52 weeks of full time experience demonstrating accomplishment of all the duties and competencies described below in order to qualify. Please make sure your resume reflects this time required.

Subject matter experts will evaluate your resume based on the competencies outlined below.

Collaborates with colleagues, customers, and stakeholders to identify the appropriate data, methodological approaches, and designs. Determine user needs and how they align to organizational objectives.

Conducts analyses using software and/or programming languages such as R, Python, SQL, or SAS to explore/group data, test hypotheses, predict outcomes, and inform decisions. Derive meaning from quantitative and/or qualitative data (i.e. datasets that may be large, disparate, unstructured, and/or complex).

Translate complex concepts, findings, limitations, and recommendations of improvements into easy-to-understand products. Closely tie findings and conclusions into the original problem statement, and team objectives to communicate to both experts and nontechnical audiences.

To qualify for the GS-13 level, your resume must show at least one year experience performing the competencies defined above relating to study design, data analysis, and communication.

Education

See the qualifications section of this vacancy announcement for education requirements.

When an applicant has less than one year of specialized experience as described in the announcement, he or she may combine successfully completed graduate-level education with experience to meet the total qualification requirements. Generally, 18 graduate semester hours is equivalent to 1 full-time year of graduate study (your school and department determine what constitutes 1 full time year of graduate study). The percentage of specialized work experience (for example, 6 months equals 50%) and the percentage of graduate study (for example, 9 graduate hours for a GS-07 equals 50% where 18 graduate hours constitute a full time year) must total at least 100%.

Education completed in foreign colleges or universities may be used to meet the education requirements if you can show that the foreign education is comparable to that received in an accredited educational institution in the United States. It is your responsibility to provide such evidence when applying. For a list of accredited organizations recognized as specializing in interpretation of foreign education credentials, visit: www.naces.org/members.php.

Additional information

For reasonable accommodation at the U.S. Department of State, please contact the Office of Accessibility and Accommodations at (202) 663-3474 or OAA@state.gov.
If eligible, telework and remote work agreements may be permitted with supervisory approval. Please note that any approved remote work arrangement is subject to the locality pay area of the alternative telework worksite.
Multiple positions may be filled from this announcement. If eligible, applicants to this announcement may be referred to other similar positions in other Bureaus/Offices in the Department for up to 240 days. Telework eligibility and security clearance requirements may vary for such similar positions.

Benefits
How You Will Be Evaluated

You will be evaluated for this job based on how well you meet the qualifications above.

The evaluation process for this job is different from a typical job announcement.

Human Resources will determine whether applicants meet the basic requirements outlined for this position and competencies will be evaluated by subject matter experts. Apply only if you meet the qualifications.

1. Application & Resume review
Human Resources will determine whether you meet the basic requirements. Then, subject matter experts will review your resume to further determine your qualifications based on the required competencies.
2. Ranking and Veterans’ preference

Qualified candidates will be assigned to one of the following quality categories:

In addition to meeting minimum qualifications, applicants must demonstrate an advanced level of the experience and competencies required for the position.

In addition to meeting minimum qualifications, applicants must demonstrate a moderate level of the experience and competencies required for the position.

In addition to meeting minimum qualifications, applicants must demonstrate a basic level of the experience and competencies required for the position.

CTAP and ICTAP candidates must be rated ""Well Qualified"" for the position to receive consideration for special priority.

Qualified veterans who have a compensable service-connected disability of at least 10% are listed in the Highly Qualified category, except when the position being filled is scientific or professional at the GS-09 grade level, or higher. This position is considered scientific/professional. Other 10-point preference eligible and veterans with 5-point preference who meet the eligibility and qualification requirements are placed above non-preference eligible applicants within the category in which they qualify. View information on veterans' preference on OPM’s Fed Hire Vets website.

Agency and Interagency Career Transition Assistance Program (CTAP and ICTAP) Eligibles: If you have never been a Federal employee, you are not CTAP or ICTAP eligible. View information about CTAP and ICTAP eligibility on OPM's Career Transition Resources website. You must be rated in the Well-Qualified category for this position and submit the supporting documents listed under the required documents section of this job announcement to receive consideration for selection priority.

If you are selected for a position, you will then be removed from consideration for other similar positions filled through this announcement. If you are not selected, you may be considered for similar positions filled through this announcement for an extended period of time.

You may preview questions for this vacancy.

Help
Required Documents

All required documents listed below, that are applicable to you, must be submitted to our automated system by 11:59 p.m. Eastern Time (ET) on the closing date of this announcement.

1. Resume showing relevant work/volunteer experience, education and training. Include the start and end dates (from month/year to month/year) and the number of hours per week worked/volunteered. Your resume serves as the basis for qualification determinations and must support your answers to the completed online assessment questions.

2. Transcripts, if applicable and you are qualifying based on education. See the Qualification and Education sections of this announcement for more information. If selected, an official/sealed college transcript(s) will be required to verify education prior to employment. Please note more than one transcript maybe needed verify basic education requirements.


To claim 5-point preference, submit a copy of your DD-214 Certificate of Release or Discharge from Active Duty.
To claim 10-point preference, submit all required documentation outlined on the SF-15 (Application for 10-Point Veteran Preference) to support your claim (e.g., DD-214, official statement from the Department of Veterans Affairs, etc.). If we cannot verify your 10-point preference claim, your application will be reviewed for 5-point preference.
To claim 10-point derived preference (i.e., spouses, widows, widowers or mothers of veterans), submit a completed SF-15 and all required documentation listed on the SF-15 to support your claim.
To claim 0-point Sole Survivorship preference, submit a copy of your DD-214 or another form of official documentation showing that your discharge or release from active duty occurred on or after August 29, 2008 and was based on a sole survivorship discharge.


DD-214 Member 4 copies are preferred and must show the dates of service, type of discharge, and any qualifying service campaign medals.
If you are currently on active duty and applying based on eligibility under the Veterans Opportunity to Work (VOW) Act, you must provide a certification on letterhead from your military branch which contains your military service dates, expected date of discharge or release, and the character of service to show that your military service was performed under honorable conditions. The expected date of discharge or release must be no later than 120 days after the certification is submitted for consideration for this vacancy announcement.
For more veterans’ preference information, visit the USAJOBS Help Center.

4. ICTAP/CTAP documentation, if applicable (e.g., reduction-in-force (RIF) separation notice, RIF separation SF-50 personnel action, certification of expected separation, etc.). Visit our agency’s ICTAP and CTAP eligibility information sites for more information and required application documentation.

If you are relying on your education to meet qualification requirements:

Education must be accredited by an accrediting institution recognized by the U.S. Department of Education in order for it to be credited towards qualifications. Therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the U.S. Department of Education.

Failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.

Help
How to Apply

Prepare your application in USAJOBS

To start your application, click Apply and we’ll walk you through the process to attach a resume and any required documents.

During the application process you can review, edit, delete, and update your information. We’ll automatically save your progress as you go, so you won’t lose any changes. You have until 11:59 p.m. Eastern Time (ET) on the closing date of this announcement to complete the application process.

Select the ""Apply"" button and follow the instructions to register or sign into USAJOBS.

Submit your resume. Please see the Required Documents section for specific information that should be outlined in your resume.

Complete the online assessment questions.

Submit all required documentation applicable to you, as listed in the Required Documents section.

To learn how to view the status of your submitted supporting documentation and application, visit the Application Instructions section of our agency’s Civil Service selection process site.

Technical assistance with your on-line application is available through the Help Desk at mgshelp@monster.com or by calling (866) 656-6830 between the hours of 7:00 a.m. and 7:00 p.m. ET

Alternate Application Procedures

If applying online poses an extreme hardship, you may request alternate application procedures to submit your application package. Contact the Human Resources office listed on the announcement between the business hours of 8:15 a.m. and 5:00 p.m. ET at least 2 working days prior to the closing date of this announcement. The application package for alternate application procedures must be submitted and received in the Human Resources office no later than 11:59 p.m. ET on the closing date of this announcement. Paper applications and information sent by mail will not be accepted.",4.0,"U.S. Department of State
4.0","Washington, DC",-1,10000+ Employees,1789,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,0,1,112,146,129.0,"U.S. Department of State
", DC,234,1,0,0,0,0
Uncapped Games - Data Scientist (All Levels),Employer Provided Salary:$90K - $242K,"Work Mode:
Hybrid
Responsibilities:
Description:
Are you eager to help both build a team from scratch and produce a game that’ll have a global impact?

We are seeking a talented and enthusiastic Data Scientist to join our new AAA team, Uncapped Games in Los Angeles. The ideal candidate for this role will help innovate an all-new and original IP to revolutionize RTS games for players around the world.

Perks:

Full remote work options are available based on project needs

Highly creative and collaborative start-up culture

Competitive pay and benefits
What We Are Looking For: M.S., or Ph.D. candidate in a quantitative discipline such as Statistics, Math, Economics, Computer Science, Machine Learning, or equivalent practical experience Familiar with data science methods such as data analysis and visualization, experimentation, causal inference, supervised learning, unsupervised learning, time series, probabilities and sampling methods Experienced in SQL and proficient in Python or one of other higher-level programming languages Passionate about making impact, learning new technology, and conducting applied research to solve challenging problems AAA and free to play game experience
Pluses: A passion for RTS games, bringing to the table an understanding of what makes them work well as a genre Able to work effectively with all game development disciplines Experience seeing multiple titles to completion, starting all the way from the pre-production phase to post launch data support

California
The base pay range for this position in the state(s) above is $89,650 to $242,000 per year. Actual pay is based on market location and may vary depending on job-related knowledge, skills, and experience. A sign on payment, relocation package, and restricted stock units may be provided as part of the compensation package, as well as other medical, financial, and/or other benefits, dependent on the specific position offered.",4.0,"Tencent
4.0","Los Angeles, CA",-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,90,242,166.0,"Tencent
", CA,25,1,0,0,0,0
Data Scientist or Bioinformatician (remote),Employer Provided Salary:$67K - $120K,"Center Information:
The Quantitative Biomedical Research Center (QBRC) is a well-established research center at UT Southwestern Medical Center (UTSW). It aims to foster collaborations involving quantitative methods and technologies in any aspect of biomedical research, particularly for understanding disease etiologies and developing treatment and prevention strategies. Currently, the center has six faculty members, around 40 staff members, postdocs and student research assistants. We are actively recruiting new members to join this new and dynamic group.
Position Title: Data Scientist I, II, III, Computational biologist I, II, III or Postdoctoral Fellow (Bioinformatics/Biostatistics)
Duties & Responsibilities: For bioinformatics scientists, the projects include developing novel method for analysis and integration of multiple-omics data, and single cell genomics and transcriptome analysis. For data scientists, the projects include assembling and statistical analyses of big clinical data, and application of machine learning and deep learning methods on real medical problems.",3.9,"UT Southwestern Medical Center
3.9",Remote,-1,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),-1,0,1,67,120,93.5,"UT Southwestern Medical Center
", Remote,80,0,0,0,0,0
Data Scientist,Employer Provided Salary:$99K,"Labor Condition Application Posting Information
H-1B non-immigrant workers are being sought by WinWire Technologies, Inc. through the filing of a labour condition application with the Employment and Training Administration of the U.S. Department of Labour.
Employment Information:
1. Location of Employment (City, State):
Exelixis, Inc. – 1851 Harbor Bay Parkway, Alameda, CA 94502

2. H-1B Job Title:
Data Scientist",4.0,"WinWire
4.0","Harrison, NJ",-1,501 to 1000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,1,99,99,99.0,"WinWire
", NJ,17,0,0,0,0,0
Associate Data Scientist,Employer Provided Salary:$78K - $109K,"GEHA (Government Employees Health Association, Inc., pronounced G.E.H.A.) is a nonprofit member association that provides medical and dental benefits to more than two million federal employees and retirees, military retirees and their families. We celebrate diversity and are committed to creating an inclusive environment for all employees.
GEHA has one mission: To empower federal workers to be healthy and well.
Offering one of the largest medical and dental benefit provider networks available to federal employees in the United States, GEHA empowers health and wellness by meeting its members where they are, when they need care. We serve our members with products they value and a personalized customer experience, sustained by a nimble and efficient organization.
The Assoc Data Scientist will serve in a critical role within GEHA’s Analytic Center of Excellence (ACOE), building Advanced Analytics methods to provide insights and solutions for complex business opportunities. This role will work closely with the Data Integration and Analytic Solution teams to ensure alignment across the longitudinal evolution of capturing data to creating actionable insights.
The annual base salary range for this position is $77,636 - $108,764 USD.",4.0,"GEHA
4.0",United States,-1,201 to 500 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable,-1,0,1,78,109,93.5,"GEHA
", United States,-1,0,0,0,0,1
Senior Data Scientist - Data Science and Engineering - US Remote,$94K - $138K (Glassdoor est.),"HOW MIGHT YOU DEFY IMAGINATION?
If you feel like you’re part of something bigger, it’s because you are. At Amgen, our shared mission—to serve patients—drives all that we do. It is key to our becoming one of the world’s leading biotechnology companies. We are global collaborators who achieve together—researching, manufacturing, and delivering ever-better products that reach over 10 million patients worldwide. It’s time for a career you can be proud of.
Senior Data Scientist - Data Science and Engineering
Live
What you will do

Join Us

If you're seeking a career where you can truly make a difference in the lives of others, a career where you can work at the absolute forefront of biotechnology with the top minds in the field, you'll find it at Amgen.

Amgen, a biotechnology pioneer, discovers, develops and delivers innovative human therapeutics. Our medicines have helped millions of patients in the fight against cancers, kidney disease, rheumatoid arthritis and other serious illnesses.

As an organization dedicated to improving the quality of life for people around the world, Amgen fosters an inclusive environment of diverse, ethical, committed and highly accomplished people who respect each other but compete intensely to win. Together, we live the Amgen values as we continue advancing science to serve patients.

Amgen is an Equal Opportunity employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.",4.2,"Amgen
4.2","Thousand Oaks, CA",-1,10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,0,94,138,116.0,"Amgen
", CA,43,0,0,0,0,0
Data Scientist - Hybrid Remote,Employer Provided Salary:$130K - $150K,"Job Description:
Sharecare is the digital health company that helps people manage all their health in one place. The Sharecare platform provides each person – no matter where they are in their health journey – with a comprehensive and personalized health profile, where they can dynamically and easily connect to the information, evidence-based programs and health professionals they need to live their healthiest, happiest and most productive life. With award-winning and innovative frictionless technologies, scientifically validated clinical protocols and best-in-class coaching tools, Sharecare helps providers, employers and health plans effectively scale outcomes-based health and wellness solutions across their entire populations. We are always looking for people that value the opportunity to work hard, have fun on the job, and make a difference in the lives of others through their work every day!
Job Summary:
Sharecare is searching for a Data Scientist/Statistician who will support our product, delivery, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and media delivery process optimization and using models to identify target audiences. The Sharecare Data Scientist must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms, and creating/running simulations. He/she must have a proven ability to drive business results with data-based insights. He/she must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.",4.2,"Sharecare
4.2","New York, NY",-1,1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1,0,1,130,150,140.0,"Sharecare
", NY,13,0,0,0,0,0
Data Scientist - Stores ML,Employer Provided Salary:$56K - $140K,"Are you looking for an opportunity where you can marry hardware and software to digitalize the Lowe’s stores? Are you inspired by a challenge? Is problem solving in your DNA? If your answer to any of these questions is yes, then you will be a great fit for this innovative team! This is a team of result driven individuals that are passionate about inventing new cutting-edge solutions and solving real – world challenges!

Job Summary
We are looking for a Data Scientist to join our Stores Team focused on utilizing statistical and machine learning techniques to create a framework for data-driven design experimentation for store-related products. As expanding the team, we are looking for self-driven and motivated individuals to help Lowe’s in its store transformation journey.

The primary purpose of this role is to provide advanced analytical capabilities to support data science initiatives. Areas of focus are: experimental design; predictive modeling; decision support systems; recall, precision, ranking, and related problems; and optimization;



OR
OR
Also




Lowe's Companies, Inc. (NYSE: LOW) is a FORTUNE® 50 home improvement company serving approximately 17 million customer transactions a week in the U.S. With total fiscal year 2022 sales of over $97 billion, approximately $92 billion of sales were generated in the U.S., where Lowe's operates over 1,700 home improvement stores and employs approximately 300,000 associates. Based in Mooresville, N.C., Lowe's supports the communities it serves through programs focused on creating safe, affordable housing and helping to develop the next generation of skilled trade experts. For more information, visit Lowes.com.
Lowe’s is an equal opportunity employer and administers all personnel practices without regard to race, color, religious creed, sex, gender, age, ancestry, national origin, mental or physical disability or medical condition, sexual orientation, gender identity or expression, marital status, military or veteran status, genetic information, or any other category protected under federal, state, or local law.

Pay Range for CA, CO, NJ, NY, WA: $55,600.00 - $140,000.00 annually

Starting rate of pay may vary based on factors including, but not limited to, position offered, location, education, training, and/or experience. For information regarding our benefit programs and eligibility, please visit https://talent.lowes.com/us/en/benefits. Pay Range for CA, CO, NJ, NY, WA: $55,600.00 - $140,000.00 annually Starting rate of pay may vary based on factors including, but not limited to, position offered, location, education, training, and/or experience. For information regarding our benefit programs and eligibility, please visit https://talent.lowes.com/us/en/benefits.",3.5,"Lowe's
3.5","Charlotte, NC",-1,1001 to 5000 Employees,1921,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1,0,1,56,140,98.0,"Lowe's
", NC,102,0,0,0,0,0
"Data Scientist, Genomics",$109K - $173K (Glassdoor est.),"Our Mission
To restore cell health and resilience through cellular rejuvenation programming to reverse disease, injury, and the disabilities that can occur throughout life.
For more information, see our website at altoslabs.com.
Diversity at Altos
We believe that diverse perspectives are foundational to scientific innovation and inquiry.
We are building a company where exceptional scientists and industry leaders from around the world work side by side to advance a shared mission.",4.8,"Altos Labs
4.8","Redwood City, CA",-1,51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,0,0,109,173,141.0,"Altos Labs
", CA,-1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$97K - $110K,"The UF Health - Precision Health Research Center (PHRC) located in The Villages, FL, hosted within the Clinical and Translational Science Institute (CTSI) seeks an enthusiastic and qualified individual to fill the Data Scientist IV position. This position will work with the PHRC Director as part of the leadership team to develop, implement, and coordinate data management in translational and implementation science research projects aimed at improving health care quality, outcomes and well-being for older adults.
The Data Scientist IV at the PHRC will be responsible for selecting and applying appropriate analytical methods to answer questions and test hypotheses as specified by clinical researchers, administrators and clinicians. This position will require expertise in both database design and complex statistical methods and algorithms. Expected projects will include design of research and operational databases and statistical analyses, and development of reporting infrastructures. Providing leadership to domain experts on issues related to principles of data science and analytical methods. Prioritizing and coordinating multiple tasks so as to achieve tight deadlines (as determined by commitments to funding agencies), and complying in a timely manner with administrative requests and requirements.",4.2,"University of Florida
4.2",Florida,-1,10000+ Employees,1853,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),-1,0,1,97,110,103.5,"University of Florida
", Florida,170,0,0,0,0,0
Data Scientist,$90K - $129K (Glassdoor est.),"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives. The Fraud Defense Cyber Center (FDCC) is a diverse team of cybersecurity, fraud, and risk experts who work with partners across PayPal to spearhead collaborations that achieve durable and holistic solutions to complex types of fraud. The mission of the FDCC is to shine a light on the dark web to understand fraud, use that understanding to create actionable intelligence, respond to incidents when immediate mitigation is needed, and work with partner teams to ensure that appropriate controls and policies are in place to protect our customers and platforms. We are looking for a passionate, highly talented, and self-driven Sr. Fraud Intelligence Data Scientist to join our team. You should be eager to learn and able to master many fraud, cyber, and abuse typologies and data sets and have a strong focus on understanding what your customers want and need.",3.9,"PayPal
3.9","Scottsdale, AZ",-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1,0,0,90,129,109.5,"PayPal
", AZ,25,0,0,0,0,0
Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,"Responsibilities:
Noblis is seeking to hire Data Scientists (All Levels) in Reston, VA

As a Data Scientist with our team, you will be working with our federal clients to rapidly develop innovative proof of concept and prototype solutions for our clients’ immediate mission challenges. In your role, you will work on multiple projects with teams of other data scientists, software developers, and SMEs to apply the best practices and state of the art data science and machine learning processes. As a data scientist you will be working closely with federal clients providing services to develop AI/ML models and weights to selected data to facilitate object detection, data triage, search/optimization, inference, facial recognition, behavior detection, and automated discovery and decision making, maintaining model versioning system and experience identifying new vulnerabilities in models.

On our team, you will:
Qualifications:

Client Engagement: · Learn about and support Noblis’ client engagement, corporate values, and corporate strategic priorities, including providing input to proposal writers. · Build a productive relationship with your client and understand their structure and goals. · Participate in the proposal process by providing input to proposal writers. Overview:",4.5,"Noblis
4.5","Reston, VA",-1,1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),-1,0,1,84,147,115.5,"Noblis
", VA,27,0,0,0,0,0
Data Scientist,Employer Provided Salary:$114K - $164K,"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Boeing Global Services (BGS) is seeking an Experienced Data Scientist to support our business in Mesa, AZ or Hazelwood, MO or Tukwila, WA
This organization supports BGS-Government Planning and the data analyst will apply statistical and other analytics techniques to assist with producing within the fast pace environment of aerospace.

U.S. Government Export Control Status: This position must meet export control compliance requirements. To meet export control compliance requirements, a “U.S. Person” as defined by 22 C.F.R. §120.15 is required. “U.S. Person” includes U.S. Citizen, lawful permanent resident, refugee, or asylee.

US based job, US Person required",3.9,"BOEING
3.9","Mesa, AZ",-1,10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,1,114,164,139.0,"BOEING
", AZ,107,0,0,0,0,0
"Data Scientist, USCAN MR",Employer Provided Salary:$108K - $135K,"Job Description Summary
As the Data Scientist for USCAN MRI, you will develop and deploy modern machine learning techniques, operational research, and statistical methods for finding structure in large MRI data sets to create customer facing analyses of procedure data, market share, and opportunity growth.

At GE Healthcare, our passionate people are creating the products, solutions and services our customers need to deliver the best patient care possible.
Job Description",4.3,"GE Healthcare
4.3",Remote,-1,10000+ Employees,1892,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1,0,1,108,135,121.5,"GE Healthcare
", Remote,131,0,0,0,0,0
Data Scientist,$84K - $127K (Glassdoor est.),"Mosaic Data Science, located in the Northern Virginia/Washington, DC Metro area,
encourages qualified data scientists to contact us regarding current full-time, salaried
consulting opportunities in the United States and Canada.
Mosaic Data Science is a dynamic, growing data science consultancy solving some of the
most complex and interesting problems in industry. At Mosaic you’ll contribute to data
science projects requiring a variety of analytical and business skills in many verticals,
including logistics, retail, utilities, healthcare, telecommunications, media, oil and gas, and
manufacturing. You’ll work with talented, creative, and self-motivated colleagues who hold
themselves to very high standards of professionalism and quality. You will have an
opportunity to interface directly with customers; part-time travel to customer sites may be
required. Telecommute options are available for experienced candidates. You can expect
your responsibilities to grow as quickly as you’re willing and able to meet them. You’ll enjoy
a fantastic benefits package that includes profit sharing and generous personal leave,
professional development opportunities, as well as first-rate healthcare and retirement
benefits. Most folks who join Mosaic stay here for a long time.


Bachelor’s degree or higher in applied math, statistics, operations research,
computer science, engineering, physics, cognitive science, or a related field;
Master’s/PhD preferred
Working knowledge of statistics, machine learning, optimization, data visualization,
computer programming, and database systems
Practical experience with R or Python and relevant data manipulation, visualization,
and machine learning libraries
1+ years of experience applying technical skills to real-world business problems
Strong written and verbal communication skills, a high level of professionalism, and
a positive & collaborative approach
Willingness and ability to learn new skills and tools quickly on the job
Must be a US or Canadian Citizen or Permanent Resident
All qualified applicants will receive consideration for employment and will not be
discriminated against on the basis of race, color, religion, sex, sexual orientation, gender
identity, national origin, age, disability, or protected veteran status. Mosaic Data Science
takes affirmative action in support of its policy to employ and advance in employment
individuals who are minorities, women, protected veterans, and individuals with disabilities.
www.mosaicdatascience.com",5.0,"Mosaic Data Science
5.0","Leesburg, VA",-1,51 to 200 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,0,84,127,105.5,"Mosaic Data Science
", VA,-1,1,0,0,0,0
